hp_response_id,source_row,PROLIFIC_PID,treatment,allocation,memory,hp,social_proximity,sp_num,Market,category_num,category,classification_origin,similarity_dg_kw_control_rater_1,similarity_dg_kw_control_rater_2,similarity_dg_kw_control_rater_3,similarity_dg_kw_control_mean,similarity_dg_kw_market_rater_1,similarity_dg_kw_market_rater_2,similarity_dg_kw_market_rater_3,similarity_dg_kw_market_mean
HP0126,126,5d6ebbf926b44400175f445a,kw,6.0,Winning a small prize on a raffle.,4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,5,15,11,10.333333333333334,7,10,8,8.333333333333334
HP0127,127,6701f65ca63a3fae9d2e820e,lt,10.5,Same as above ,4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,4,8,5,5.666666666666667,2,2,3,2.3333333333333335
HP0128,128,657b0ede27d064a99e80f7f2,lt,8.0,This is like giving half of your prize money to friend who needs it more.,4,Friend,4,0,1,Moral,gpt_5_6_round7,72,75,64,70.33333333333333,23,24,26,24.333333333333332
HP0129,129,629e11c0d89e0c18f21e687a,kw,12.0,Sharing a pizza and giving two-thirds of it to my friend while keeping the final third to myself.,4,Friend,4,0,1,Moral,gpt_5_6_round7,71,72,67,70.0,21,21,23,21.666666666666668
HP0130,130,5e42c26bcea1861491e28258,lt,8.0,I have been asked for money of beggars in the street and sometimes I may have change for them,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,53,58,50,53.666666666666664,10,12,21,14.333333333333334
HP0131,131,63cfefc43323e05d2a6f554b,lt,4.0,lending money to friends or family ,4,Friend,4,0,1,Moral,inherited_hpmin,39,51,48,46.0,15,20,24,19.666666666666668
HP0132,132,6539445c1ace74e4d496f8e0,lt,8.0,My friend brought me a meal deal. ,4,Friend,4,0,0,No clear justification,gpt_5_6_round7,19,22,18,19.666666666666668,12,20,24,18.666666666666668
HP0133,133,669a88248079035630cd7587,lt,6.0,"Altruism, looking out for the needs of others even to the detriment of your own.",4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,54,62,55,57.0,11,7,19,12.333333333333334
HP0134,134,643b6eed100835cd04b81bd5,lt,6.0,Again lowering my amount,4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,22,27,24,24.333333333333332,16,22,23,20.333333333333332
HP0135,135,604e839302a74c2f2990f713,kw,6.0,For lunch my colleague goes out to buy some fastfood. I transfer money to him so that he can buy my lunch as well.,4,Teammate / coworker,3,0,0,No clear justification,gpt_5_6_round7,22,39,32,31.0,25,27,32,28.0
HP0136,136,66e34d0934e6711bedcc6e1f,lt,6.0,I find it similar to giving money to a homeless person outside the supermarket. Although it's not completely similar because I also receive money. But I'm reducing what I can get so it's a bit like giving it away.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,63,72,63,66.0,19,22,30,23.666666666666668
HP0137,137,6288200662bdd110ddecad7a,lt,12.0,"I find this most similar to paying rent to a landlord, where I am acting as a tenant.",4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,13,25,19,19.0,23,30,35,29.333333333333332
HP0138,138,5bc913d99427200001dd47f5,lt,6.0,paying for their ticket to an event,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,44,55,42,47.0,18,20,28,22.0
HP0139,139,6272c6f165b55d496f5fae1a,kw,6.0,giving away 2/3 of my cupcakes,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,67,65,65,65.66666666666667,17,18,21,18.666666666666668
HP0140,140,58daa58731506e0001448ccf,kw,9.0,In transferring $8 to other participant I would be imagining that the other was struggling a little more than me to find enough money to buy food today.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,76,73,72,73.66666666666667,20,20,23,21.0
HP0141,141,5727d93522e522000e7a0a3c,kw,8.0,You want to gift them a present. You want to apple polish.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,47,51,43,47.0,9,11,20,13.333333333333334
HP0142,142,67aa4c3d54c8e17bcc8a7975,lt,8.0,Donating to a charity.,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,57,66,58,60.333333333333336,9,12,20,13.666666666666666
HP0143,143,6108353b27dad2165c694212,lt,6.0,It feels like leaving a tip for a bartender at a bar,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,37,47,36,40.0,17,24,29,23.333333333333332
HP0144,144,6605e2b8ed85746d2f6aed25,lt,8.0,I find this similar to seeing a homeless person on the street. You see they are financially struggling and provide the money as a kind act to ensure the person can buy food or anything else they need. ,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,65,70,65,66.66666666666667,13,14,22,16.333333333333332
HP0145,145,641640ace28d2bb30c45c595,kw,6.0,I am donating to a charity or a government giving subsidized assistance.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,50,56,50,52.0,10,14,21,15.0
HP0146,146,55d7805c69dbc30012b67f32,lt,6.0,"When a group of friends and I used to go to play Bingo, we agreed beforehand that if any of us won, we would all share the money equally between us. ",4,Friend,4,0,1,Moral,gpt_5_6_round7,42,56,42,46.666666666666664,20,26,27,24.333333333333332
HP0147,147,5ea166af93435d0008a8a341,kw,8.0,Winning some money but using most of it to buy a round of drinks,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,48,49,47,48.0,16,19,23,19.333333333333332
HP0148,148,5d61547443c13200193ccb12,lt,8.0,Donating to charity,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,57,66,57,60.0,9,12,20,13.666666666666666
HP0149,149,596de39c9fd5ee0001b704c3,kw,6.0,Like the government handing money to people on benefits,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,36,45,31,37.333333333333336,11,13,24,16.0
HP0150,150,5fb3d71c3144730009fe4a7b,lt,6.0,This is similar to allowing the other participant to have more money than myself. This would happen if a person feels like they did not deserve the bigger cut. ,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,70,64,63,65.66666666666667,18,18,26,20.666666666666668
HP0151,151,5e7a0da5c8327f0406f24b9a,kw,12.0,being generous but still wanting to keep some for yourself.,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,57,66,56,59.666666666666664,15,17,20,17.333333333333332
HP0152,152,65dfd1cdf84b3237168a720b,kw,12.0,wanting to gift someone money,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,59,66,56,60.333333333333336,13,14,20,15.666666666666666
HP0153,153,6392360efb6e254ffd31e722,kw,12.0,I find it similar to self sacrifice where I give most of my income to the other person.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,65,71,62,66.0,17,19,18,18.0
HP0154,154,5e90b34a9e934e3ccc7330ba,lt,6.0,Being a generous person,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,45,49,43,45.666666666666664,8,5,18,10.333333333333334
HP0155,155,57d0a0bee3221e00015fe385,kw,12.0,similar to generous people who want to give more to others,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,49,53,48,50.0,9,7,18,11.333333333333334
HP0156,156,5d59d45948766d0018949d58,kw,12.0,Perhaps winning a fair amount on a wager and then deciding that I want to remember a loved one or friend and give them something to allow them to enjoy my success.,4,Friend,4,0,1,Moral,gpt_5_6_round7,55,64,52,57.0,13,23,22,19.333333333333332
HP0157,157,659615bbb34696ca92b045c6,lt,7.0,A tip!,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,27,38,31,32.0,15,23,28,22.0
HP0158,158,57aa96584cda6e0001842142,kw,6.0,"Someone who is generous and even though they need some money, assumes the other person needs it more",4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,62,67,58,62.333333333333336,14,9,20,14.333333333333334
HP0159,159,6640b22bdbc5620b17c3f375,kw,6.0,Another person bought something for me and I owed them $8 for it.,4,Abstract stranger,1,0,0,No clear justification,gpt_5_6_round7,25,41,35,33.666666666666664,24,27,32,27.666666666666668
HP0160,160,6640bdfe02e53e598b28c8a8,kw,6.0,I find this similar to covering a friends purchase,4,Friend,4,0,1,Moral,gpt_5_6_round7,46,57,49,50.666666666666664,17,23,26,22.0
HP0161,161,5d548912e1c7130018e019dc,kw,7.0,Donating a portion of my hard earned income to a charitable cause. Keeping less for myself and giving more to others. ,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,62,72,61,65.0,16,18,21,18.333333333333332
HP0162,162,62681384fd4e3b590854ac76,lt,6.0,That'd be my wife.  We are in a good place and maybe someone else needs the money more than us.,4,Friend,4,0,1,Moral,gpt_5_6_round7,58,59,54,57.0,11,11,21,14.333333333333334
HP0163,163,5d53326a70729700015efb69,kw,8.0,Going halves on something. ,4,Anonymous peer,2,0,1,Moral,gpt_5_6_round7,32,49,45,42.0,14,18,25,19.0
HP0164,164,64337cc5c12109dc730de8c6,kw,9.0,"I find  this similar to finding the $12 on the street and seeing someone in need on the road. I would feel compelled to give some of this money to that individual, while still keeping a little bit for myself.",4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,76,77,75,76.0,21,24,29,24.666666666666668
HP0165,165,647be991db1ffbd6bbcc5bc6,kw,6.0,Buying someone something nice,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,51,56,48,51.666666666666664,11,14,22,15.666666666666666
HP0166,166,5d4699cbda9cb60015aa45f7,lt,6.0,Being a bit more generous in my tip,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,32,47,35,38.0,16,24,28,22.666666666666668
HP0167,167,63d546d88ccf3a038620bb8c,lt,8.0,Donating to charity.,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,57,66,57,60.0,9,12,20,13.666666666666666
HP0168,168,6758b26446c5556e1afcc4ca,lt,6.0,What it's like to be a billionaire when it's time to pay taxes (the recipient),4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,15,22,20,19.0,10,14,21,15.0
HP0169,169,679023f5b7572e2b6cb86bf7,kw,8.0,Donating to charity and keeping only one third of what you earn,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,67,72,63,67.33333333333333,17,18,20,18.333333333333332
HP0170,170,547272b4fdf99b44c5647418,kw,11.0,"This is philanthropy - so long as I only need $4, I can give the rest away without suffering myself, and help others in a big way.",4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,68,71,66,68.33333333333333,17,18,21,18.666666666666668
HP0171,171,5bd6b1636546650001036115,lt,12.0,I find this similar to tipping a person because of great service they provided.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,35,47,36,39.333333333333336,20,25,30,25.0
HP0172,172,665990d77206343f142e900b,kw,6.0,It would be like giving money to a homeless person and giving a charitable donation,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,60,67,59,62.0,11,13,21,15.0
HP0173,173,66cba302d70a26c630d75afc,kw,8.0,thats is not fair to me,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,24,22,27,24.333333333333332,7,4,13,8.0
HP0174,174,5f5ba70b547cf6320759e068,lt,6.0,Donating money to someone in need.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,62,69,61,64.0,10,13,21,14.666666666666666
HP0175,175,631b32b0796f2941b55e7d58,lt,6.0,I find it similar to being generous,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,44,49,45,46.0,8,5,18,10.333333333333334
HP0176,176,67ace31300abf1fb686b8ce1,kw,6.0,Someone donating most of a lottery win to someone who is struggling with a medical bill,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,65,72,64,67.0,15,20,22,19.0
HP0177,177,6486aa634b94f1dd568fd487,kw,6.0,Giving extra money to my child,4,Friend,4,0,1,Moral,gpt_5_6_round7,54,63,52,56.333333333333336,13,16,22,17.0
HP0178,178,6541138589de324968b6c99d,kw,6.0,Being taken advantage of by a company who charge extortionate fees.,4,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,12,18,16,15.333333333333334,17,25,25,22.333333333333332
HP0179,179,5975b75a2356570001085d0c,lt,8.0,Like giving to someone less fortunate them myself e.g. donating some extra money I have to charity to make someone else feel better.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,62,68,62,64.0,12,14,21,15.666666666666666
HP0180,180,676573c214fa1ff2ce7f1b11,kw,5.5,Could money paying back to a friend for meal.,4,Friend,4,0,0,No clear justification,gpt_5_6_round7,25,42,35,34.0,23,27,31,27.0
HP0181,181,5ea48ae3461d1044f2d282cc,lt,6.0,Dividing up payments so as to be equal when we both work on a single job - doing equal work in that job.,4,Anonymous peer,2,0,1,Moral,gpt_5_6_round7,35,43,35,37.666666666666664,21,32,30,27.666666666666668
HP0182,182,68588c0e318290286d99fbac,lt,6.0,8,4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,2,4,2,2.6666666666666665,2,1,6,3.0
HP0183,183,5919adda0329e90001578e5f,lt,6.0,sharing half of my lunch with a friend because they didn't like theirs,4,Friend,4,0,1,Moral,gpt_5_6_round7,61,64,52,59.0,12,16,22,16.666666666666668
HP0184,184,5f8a08f7ada1650a0096396e,kw,7.0,Giving them some money to pay for a bus fare.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,55,61,48,54.666666666666664,17,19,24,20.0
HP0185,185,5bfd81fb2feab400014d9060,kw,6.0,being generous. ,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,43,48,43,44.666666666666664,8,5,18,10.333333333333334
HP0186,186,63ea6344bf5cfafd40b0dce2,lt,6.0,someone who just likes to give its their purpose,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,43,44,45,44.0,6,4,17,9.0
HP0187,187,5e16bce18dffa0c6f76cda9b,lt,8.0,This is giving and being generous,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,49,54,48,50.333333333333336,9,8,18,11.666666666666666
HP0188,188,63468a615fe324360bedf63e,kw,12.0,transferring money to my partner,4,Teammate / coworker,3,0,0,No clear justification,gpt_5_6_round7,49,64,48,53.666666666666664,18,19,23,20.0
HP0189,189,56aa90d5638440000c8b506f,kw,6.0,A contractor paying their worker less even though the worker did all the work. ,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,21,24,18,21.0,24,48,36,36.0
HP0190,190,6773d468b0b6f6aacb19640d,kw,10.0,this would feel more substantial and you'd probably want this repaid as cash rather than just buying something back in return. ,4,Abstract stranger,1,0,3,Self-interest,gpt_5_6_round7,35,32,37,34.666666666666664,14,18,23,18.333333333333332
HP0191,191,66df3be52e3a37738fecdf1a,lt,4.0,It would feel like I am going to be a fair person. It would maybe feel like a communist society.,4,No mention of recipient,0,0,1,Moral,inherited_hpmin,36,41,42,39.666666666666664,9,9,18,12.0
HP0192,192,66535c666b8b41bd15d36ce0,kw,6.0,Covering the cost of a bill where i have spent more than the other person for whatever service we were using,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,23,37,31,30.333333333333332,22,26,30,26.0
HP0193,193,5d671936b5671a0017326ace,kw,9.0,Donating a decent amount of money to the less fortunate.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,63,69,60,64.0,12,14,21,15.666666666666666
HP0194,194,65eddbd7c76a5d7285c0c416,kw,8.0,"My co-worker did most of the work, i had to take a half day.",4,Teammate / coworker,3,0,1,Moral,gpt_5_6_round7,30,30,24,28.0,18,23,32,24.333333333333332
HP0195,195,613b94b83b5cb4c72904f8b3,kw,8.0,It would be like giving a friend some money for lunch. ,4,Friend,4,0,1,Moral,gpt_5_6_round7,56,61,51,56.0,18,20,24,20.666666666666668
HP0196,196,64834ca600dfc800b8242f95,kw,6.0,"This is more generous, like when people are selfless and donate to charities and only keep a little for themselves to cover what they need.",4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,65,71,59,65.0,17,17,20,18.0
HP0197,197,5f218810dbe587339609aee4,kw,12.0,"Now I'm being generous, so it would depend on how much I like this person or what I know about them.  ",4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,55,58,52,55.0,11,9,19,13.0
HP0198,198,66293dd4c51422edb482d223,kw,6.0,It would be a very kind and nice gesture,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,42,44,43,43.0,7,5,17,9.666666666666666
HP0199,199,5a22d662d6fdbc00011c92ce,kw,7.0,Buying something more expensive?,4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,11,20,18,16.333333333333332,16,22,21,19.666666666666668
HP0200,200,631123376033bb148edc0ebb,lt,8.0,Paying for something in a shop.,4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,14,28,19,20.333333333333332,23,28,33,28.0
HP0201,201,66816b966ae4ada52898695c,kw,12.0,I find this similar to how I would treat a date. I value their experience over my own.,4,Friend,4,0,1,Moral,gpt_5_6_round7,43,45,41,43.0,9,10,17,12.0
HP0202,202,5e0629a51d46070022c94ac9,lt,6.0,Billie Eilish choosing to give her earnings to those worse off than herself.,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,63,67,59,63.0,10,17,22,16.333333333333332
HP0203,203,5f2863bd78ff1f1085f77e19,lt,6.0,Paying back a friend and adding a little extra as thanks,4,Friend,4,0,1,Moral,gpt_5_6_round7,26,44,39,36.333333333333336,25,27,29,27.0
HP0204,204,6306d39340264f76753706fd,kw,6.5,Buying meal at a fast food establishment ,4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,16,31,20,22.333333333333332,21,29,32,27.333333333333332
HP0205,205,5b15fd2b9663ee000146499e,kw,6.0,giving someone a gift ive not needed to,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,55,60,53,56.0,12,12,20,14.666666666666666
HP0206,206,5e78e8c6593bf50831f704b8,kw,6.5,This would be to much ,4,No mention of recipient,0,0,3,Self-interest,gpt_5_6_round7,28,26,26,26.666666666666668,7,2,13,7.333333333333333
HP0207,207,6404f184dffe93798dca0f5f,kw,6.0,Pay back money owed,4,No mention of recipient,0,0,0,No clear justification,gpt_5_6_round7,25,42,33,33.333333333333336,23,25,29,25.666666666666668
HP0208,208,62976e7114308ee7c69d10ae,kw,6.0,"I generally pay for drinks and pizza when we go out to the bar after volleyball on Thursdays, this is like that, I'm paying for a friend.",4,Friend,4,0,1,Moral,gpt_5_6_round7,51,58,48,52.333333333333336,17,20,25,20.666666666666668
HP0209,209,63614f71fa75fcbcee84f2ac,lt,6.0,i would be making it uneven. ,4,No mention of recipient,0,0,1,Moral,gpt_5_6_round7,34,32,38,34.666666666666664,12,7,18,12.333333333333334
HP0210,210,5ec738ce3c7fd317a72dcfe6,lt,6.0,giving a panhandler a few bucks,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,56,62,55,57.666666666666664,11,12,21,14.666666666666666
HP0211,211,5d7874252f037f0016637125,lt,6.0,"I would find that similar to somebody who finds some money on the ground while walking with a friend.  The friend also sees the money at the same moment, but I was able to pick up more than he did.  I decide it should be shared, but I don't just give him enough  to make a 50-50 split - I give him more than that.  Unless for some reason I owed him money, this would have been a very strange thing to do, and would probably bewilder him.",4,Friend,4,0,1,Moral,gpt_5_6_round7,76,74,70,73.33333333333333,27,24,28,26.333333333333332
HP0212,212,646a2395c7c21c5772c607ab,lt,6.0,Someone donating money to a charity.,4,Abstract stranger,1,0,1,Moral,gpt_5_6_round7,57,66,57,60.0,9,12,20,13.666666666666666
HP0213,213,604bfe99dcaa286218d25fca,kw,12.0,Giving a lot of food to a friend.,4,Friend,4,0,1,Moral,gpt_5_6_round7,58,64,54,58.666666666666664,11,14,22,15.666666666666666
