StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,attention_check_1,attention_check_2,attention_check_3,attention_check_4,Q3,Q4,Q231,Q4,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q224,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,Q225_First Click,Q225_Last Click,Q225_Page Submit,Q225_Click Count,mistake,allocation,PROLIFIC_PID,SESSION_ID,STUDY_ID,transfer,reasons,beliefs,beliefs_hp,attention_check,story,Q_DataPolicyViolations
2026-04-21 11:19:50,2026-04-21 11:28:28,0,,100,517,1,2026-04-21 11:28:28,R_5VJiMLJjjDhQJkR,,,,,,,anonymous,EN,1,,,1,1,3,2,There really is no correct choice in this scenario. Either choice could be correct.Both people really need the money,0,0,2.04,0,10.904,10.904,12.074,1,I am sure we both can use the money and maximizing the amount we can get would be best for both of us,11.346,11.346,12.488,1,,,,,11.343,11.343,12.395,1,0,0,0.225,0,0,0,59c266758e6ea10001f7b6d1,69e75d4e8cc6956dcbe8ac53,69e7557895b8b62fbc3c50b8,6,I am sure we both can use the money and maximizing the amount we can get would be best for both of us,9,3,1,4,
2026-04-21 11:21:48,2026-04-21 11:29:02,0,,100,433,1,2026-04-21 11:29:03,R_8enxrG4yq0dXUNP,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve was team leader and received a bonus it was his decision whether to give some of it to Max who put in a lot of the work.,0,0,2.115,0,10.538,24.43,32.117,5,It was the fairest amount as we would both receive the same .,10.591,10.591,18.652,1,,,,,19.162,19.162,22.156,1,0,0,0.205,0,0,4.5,6676b841b12b534ae754cc30,69e75dbe781ec657eade5f5f,69e7557895b8b62fbc3c50b8,1.5,It was the fairest amount as we would both receive the same .,0.5,1,1,2,
2026-04-21 11:23:05,2026-04-21 11:29:06,0,,100,360,1,2026-04-21 11:29:06,R_1RPvN12mnSD6iHJ,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve has just received a promotion for a major sales pitch. He's given the decision to donate a portion of the bonus to his teammate ,0,0,2.109,0,17.451,19.852,21.205,2, half of my amount seemed reasonable,7.815,10.983,11.602,2,,,,,7.218,10.522,11.451,2,0,0,0.213,0,0,3,65ccf08fe5f1942a8a89f3cc,69e75e14b6be68abf5f5cf01,69e7557895b8b62fbc3c50b8,3, half of my amount seemed reasonable,2,3,1,2,
2026-04-21 11:26:04,2026-04-21 11:29:47,0,,100,222,1,2026-04-21 11:29:47,R_8gZ9xeN99pPzFdf,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve gets a bonus and has the option to keep it or split it with his teammate,0,0,2.006,0,4.448,6.241,7.317,2,I am an optimist. I hope that my counterpart will be a decent individual and share it fairly,12.038,12.038,13.47,1,,,,,6.679,6.679,8.001,1,0,0,0.104,0,0,0,67377302878d9b511033dd10,69e75ec625363815d99deae5,69e7557895b8b62fbc3c50b8,6,I am an optimist. I hope that my counterpart will be a decent individual and share it fairly,9,3,1,2,
2026-04-21 11:21:25,2026-04-21 11:30:52,0,,100,566,1,2026-04-21 11:30:53,R_8Ldqyzg973YT7IV,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was struggling due to financial problems and had applied for Government assistance, as had his neighbour,Mark Mark wasnt successful but James was and was now in a dilemma wondering if he should help Mark out",0,0,2.009,0,9.782,9.782,15.548,1,I think it only fair to send half,9.073,9.073,11.244,1,,,,,26.561,42.415,43.501,4,0,0,0.106,0,0,3,5ddf9945047da30109b381c4,69e75da7c3c6d58a75a248ee,69e7557895b8b62fbc3c50b8,3,I think it only fair to send half,4.5,3,1,4,
2026-04-21 11:26:52,2026-04-21 11:31:00,0,,100,247,1,2026-04-21 11:31:00,R_8Tk3DaSINRV6X2F,,,,,,,anonymous,EN,1,,,1,1,3,2,James was selected for financial assistance but his neighbour Mark was not. James is not sure whether he should keep all the money for himself or share it with Mark.,0,0,2.008,0,6.149,13.602,15.069,3,It seemed like a fair amount given that it will also be multiplied by 3. It's also less than half of the amount I have so doesn't really affect me that much.,2.232,10.18,11.17,3,,,,,,,,,0,0,0.206,0,0,4,6695a65637c2589d9d3e9f8d,69e75ef5d071e0d94b10dc1d,69e7557895b8b62fbc3c50b8,2,It seemed like a fair amount given that it will also be multiplied by 3. It's also less than half of the amount I have so doesn't really affect me that much.,2,,1,4,
2026-04-21 11:28:51,2026-04-21 11:31:12,0,,100,140,1,2026-04-21 11:31:12,R_2OiZqhkezo57Ao0,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve is getting a bonus but he has to make a choice to give part of his bonus to his teammate Max,0,0,2.008,0,3.481,3.998,4.994,2,Because it felt fair,2.07,5.982,6.661,4,,,,,5.735,5.735,6.461,1,0,0,0.208,0,0,3,5c894b18a98c08001c397ead,69e75f6df2e21986064587ab,69e7557895b8b62fbc3c50b8,3,Because it felt fair,4,3,1,2,
2026-04-21 11:17:21,2026-04-21 11:32:09,0,,100,887,1,2026-04-21 11:32:09,R_59TUvVF7zVcompb,,,,,,,anonymous,EN,1,,,1,1,3,2,"This is a decision making about steve who is a leader of a team, after receiving a team bonus performance for exceeding sales target. Steve must decide whether to keep the full amount for himself as a team leader ot share a portion with his teammate, Max who contributed significantly  to their success.",0,0,2.02,0,3.815,5.623,13.106,2,Because from the instruction the amount given to him will be multiplies by 3,8.482,11.766,12.924,3,,,,,,,,,0,0,0.221,0,0,4,69a1846c72d172cbbe1ad72b,69e75cb550aed524aa40ed9a,69e7557895b8b62fbc3c50b8,2,Because from the instruction the amount given to him will be multiplies by 3,4,,1,2,
2026-04-21 11:26:02,2026-04-21 11:32:13,0,,100,371,1,2026-04-21 11:32:14,R_8hTnaOcjb9jFASg,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve's team was awarded a bonus for exceeding their sales target, but as Steve was the team leader the full bonus was allocated to him. It was Steve's choice to distribute the bonus to Max, one of his teammates.",0,0,2.009,0,10.021,10.021,15.07,1,I thought it was the safest to send half of the total amount just in case the other player doesn't send any back.,4.614,9.005,13.767,4,,,,,4.139,9.67,11.082,6,0,0,0.105,0,0,3,6150211a925e04bf1277e3fe,69e75ec37723d6b2fe096a91,69e7557895b8b62fbc3c50b8,3,I thought it was the safest to send half of the total amount just in case the other player doesn't send any back.,4.5,3,1,2,
2026-04-21 11:26:41,2026-04-21 11:32:48,0,,100,367,1,2026-04-21 11:32:49,R_2lzVMddMFCJEwmh,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve has been told that he his team has earnt a bonus for beating their sales target and the bonus goes to Steve but he has to decide if he wants to spilt it between him and max or whether Steve keeps it for himself.,0,0,2.022,0,11.065,13.005,15.599,2,I just wanted to give them something back and it will be will trippled so they will recieve a good amount,3.433,7.568,9.38,2,,,,,,,,,0,0,0.213,0,0,4,6303876814dccc0a3d03880a,69e75ee55738103c4022a611,69e7557895b8b62fbc3c50b8,2,I just wanted to give them something back and it will be will trippled so they will recieve a good amount,1,,1,2,
2026-04-21 11:26:55,2026-04-21 11:32:50,0,,100,354,1,2026-04-21 11:32:50,R_6dOPbQwCwcnlFYt,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve should feel obligated to give a portion to his teammate Max because Max also put in a significant amount of work. If Steve is a good team leader, he will reward his team with compensation.",0,0,2.068,0,10.211,14.245,18.777,3,"I chose to send player 2, $2 because that is a great percentage of the overall reward we received. As the team leader, I take on most (if not all) of the risk. Therefore, the most amount of the bonus should come to me, the team leader.",4.499,10.809,14.44,6,,,,,,,,,0,0,0.223,0,0,4,69b2e60cfb1d8c99a9ea6c07,69e75ef3101b6fef90bcf03c,69e7557895b8b62fbc3c50b8,2,"I chose to send player 2, $2 because that is a great percentage of the overall reward we received. As the team leader, I take on most (if not all) of the risk. Therefore, the most amount of the bonus should come to me, the team leader.",0,,1,2,
2026-04-21 11:25:31,2026-04-21 11:33:00,0,,100,448,1,2026-04-21 11:33:00,R_1CCYeiKN9QYxDB7,,,,,,,anonymous,EN,1,,,1,1,3,2,"The story details the decision met by a character, James, on what to do with a financial aid package he recently received. It is noted that both James and his neighbor Mark are financially struggling, and both applied for the same program, however since only James received the aid package, he is faced with the dilemma of weather or not to share some of his aid with mark.",0,0,2.009,0,2.742,2.742,5.137,1,"Giving player 2 all the money creates the largest pool of funds that can be allocated to either of us. I based my decision on the assumption that player 2 will allocate their funds based on a percentage of the total, and largely independent of the amount shared. It is possible that player 2 knowing if I chose to be selfish as player 1 would affect their decision during allocation, which  further incentives me as player 1 to be generous. ",16.17,16.17,19.263,1,,,,,11.059,26.003,29.204,3,0,0,0.102,0,0,0,69e197974406b0a6289223db,69e75e9995a9ecb5cfab301c,69e7557895b8b62fbc3c50b8,6,"Giving player 2 all the money creates the largest pool of funds that can be allocated to either of us. I based my decision on the assumption that player 2 will allocate their funds based on a percentage of the total, and largely independent of the amount shared. It is possible that player 2 knowing if I chose to be selfish as player 1 would affect their decision during allocation, which  further incentives me as player 1 to be generous. ",9,1,1,4,
2026-04-21 11:28:51,2026-04-21 11:33:35,0,,100,284,1,2026-04-21 11:33:36,R_8ea0wssMrEw4Utc,,,,,,,anonymous,EN,1,,,1,1,3,2,Steven and his team were awarded a performance bonus. It was up to Steve to decide if he was going to give Max some of the bonus or keep it for himself ,0,0,2.011,0,9.412,16.164,17.3,3,We'll each get half so i thought it was fair ,3.208,8.822,10.276,6,,,,,2.226,2.226,4.164,1,0,0,0.105,0,0,5,6694751cee786dace40d4112,69e75f6a9867d3e53083836a,69e7557895b8b62fbc3c50b8,1,We'll each get half so i thought it was fair ,1.5,2.5,1,2,
2026-04-21 11:30:52,2026-04-21 11:34:22,0,,100,210,1,2026-04-21 11:34:23,R_81UwvyBANmri5sl,,,,,,,anonymous,EN,1,,,1,1,3,2,Steve's team received a bonus based on performance for exceeding sales target. The director told Steve he will receive the full bonus as the team leader and he can decide whether to give his teammate Max any of the bonus. ,0,0,2.009,0,3.414,5.196,5.904,2,"It felt like a reasonable amount to send, I didn't want to send too much.",5.577,11.094,11.866,8,,,,,,,,,0,0,0.204,0,0,4,5ad06853b438910001ac8bee,69e75fcc07df199e51146204,69e7557895b8b62fbc3c50b8,2,"It felt like a reasonable amount to send, I didn't want to send too much.",1,,1,2,
2026-04-21 11:15:33,2026-04-21 11:34:23,0,,100,1129,1,2026-04-21 11:34:24,R_3n0Yxz3qrjoFmys,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve, a team leader receives a bonus after his team exceeds their sales target and is thrilled. However, he is faced with a dilemma whether to give Max some of the bonus or keep the full bonus. ",0,0,2.117,0,21.237,23.656,25.504,2,"We are both participating in the study, I think it is fair we both get the same amount regardless of the multiplying.",32.278,35.131,37.364,2,,,,,41.039,46.822,56.966,4,0,0,0.22,0,0,3,69cd87da3fd758e854b046dd,69e75c32fc85e17abe1d54c1,69e7557895b8b62fbc3c50b8,3,"We are both participating in the study, I think it is fair we both get the same amount regardless of the multiplying.",3,2,1,2,
2026-04-21 11:29:40,2026-04-21 11:35:53,0,,100,372,1,2026-04-21 11:35:54,R_2OUOAXHFCYNBcVH,,,,,,,anonymous,EN,1,,,1,1,3,2,James is struggling financially and has been offered government assistance however his acquaintance Mark applied and didn't get it and he is also struggling and James doesn't know whether to offer some of his to Mark even though he really needs it himself.,0,0,2.017,0,5.8,19.345,25.19,3,"Because this amount would be tripled and we would both have $6, however really I should have sent less as the $2 will be taken off the $6 so I am only going to have $4 if player 2 doesn't send any back. I made a mistake when I was calculating.",4.776,14.532,15.67,5,,,,,,,,,0,0,0.206,0,0,4,6156c269d6b1ba629b33c093,69e75f9e68069de948e7023e,69e7557895b8b62fbc3c50b8,2,"Because this amount would be tripled and we would both have $6, however really I should have sent less as the $2 will be taken off the $6 so I am only going to have $4 if player 2 doesn't send any back. I made a mistake when I was calculating.",1,,1,4,
2026-04-21 11:26:46,2026-04-21 11:36:23,0,,100,577,1,2026-04-21 11:36:24,R_3lYuG75DovH1DzA,,,,,,,anonymous,EN,1,,,1,1,3,2,"James got all the aid he requested and found out his neighbor didn't get any. They are both struggling. I'd recommend that James ask Mark what he needs. James could buy food for Mark or help pay rent, or maybe they could even become roommates. James does not owe Mark anything but it is hard to see someone who is struggling and not help, and James didn't just get a little help from the welfare, he got the full amount of assistance. Perhaps James could even hire Mark to help out with some things.",0,0,2.106,0,5.984,26.627,41.854,7,"Well, I figure the odds are not great that I will partner with someone who has the same model as me, but if I do, by sharing all the money, we both benefit the most. I realize it is possible that my partner will keep the full amount and I will not get anything, and that the best bet for me would be to keep the full amount, but if my partner is like me, then my partner will keep half and send me half, which is more than the base amount I would have gotten, even if I'd kept it all. ",3.387,17.266,19.717,3,,,,,10.004,17.349,21.189,2,0,0,0.206,0,0,0,6985d2c030e6415f9dc00e00,69e75ed5bb2baf5069cd9f20,69e7557895b8b62fbc3c50b8,6,"Well, I figure the odds are not great that I will partner with someone who has the same model as me, but if I do, by sharing all the money, we both benefit the most. I realize it is possible that my partner will keep the full amount and I will not get anything, and that the best bet for me would be to keep the full amount, but if my partner is like me, then my partner will keep half and send me half, which is more than the base amount I would have gotten, even if I'd kept it all. ",9,2,1,4,
2026-04-21 11:29:20,2026-04-21 11:36:24,0,,100,424,1,2026-04-21 11:36:24,R_81mcmklZrSYV0fl,,,,,,,anonymous,EN,1,,,1,1,3,2,James has received assistance from the govenment but his neighbor Mark has not. James considers whether to give some of his assistance to Mark.,0,0,2.106,0,2.558,11.326,16.666,3,It meant that I would still have something if the other player did not pass anything back but by passing on a lot of the funds I would hope the other player passes back a reasonable amount,13.011,35.092,36.377,3,,,,,9.464,10.769,16.714,3,0,0,0.203,0,0,2,5780d9a1900cc80001d2d1c2,69e75f84c475c37ff4bc90b5,69e7557895b8b62fbc3c50b8,4,It meant that I would still have something if the other player did not pass anything back but by passing on a lot of the funds I would hope the other player passes back a reasonable amount,6,0,1,4,
2026-04-21 11:30:32,2026-04-21 11:37:26,0,,100,413,1,2026-04-21 11:37:27,R_6oz10KVAJftmRKi,,,,,,,anonymous,EN,1,,,1,1,3,2,"Broke James receives government assistance.  He must decide whether to share with broke neighbor Mark, who was not given assistance.",0,0,2.114,0,9.956,11.031,12.507,2,"I sent half to the other person.  Half is equitable/fair, in that we each have the same to start with.",4.242,4.242,7.106,1,,,,,10.675,12.182,13.401,2,0,0,0.209,0,0,3,63852fbf95d78ba25b99005e,69e75fc4e75cef0aa94ee908,69e7557895b8b62fbc3c50b8,3,"I sent half to the other person.  Half is equitable/fair, in that we each have the same to start with.",4.5,3,1,4,
2026-04-21 11:27:43,2026-04-21 11:38:11,0,,100,628,1,2026-04-21 11:38:12,R_5feeBddFxWZDdiA,,,,,,,anonymous,EN,1,,,1,1,3,2,"Steve and Max both worked on a sales target together and Steve, as the team leader, received a bonus which he could keep for himself or give some to Max. I believe Steve should give some of the bonus to Max.",0,0,2.023,0,56.136,56.136,57.401,1,I knew they would get $6 and I would have $4. I hoped they would send some back to me.,10.289,21.082,25.32,4,,,,,,,,,0,0,0.207,0,0,4,63e461c4bdc3693c05d515a1,69e75f293d716d603da74bae,69e7557895b8b62fbc3c50b8,2,I knew they would get $6 and I would have $4. I hoped they would send some back to me.,1,,1,2,
2026-04-21 11:35:59,2026-04-21 11:39:52,0,,100,232,1,2026-04-21 11:39:53,R_2QosbETcv38zvQh,,,,,,,anonymous,EN,1,,,1,1,3,2,"JAmes was sturggling and came into unexpected funds through the government, he had to decide to keep all the money himself, or share it with an aquaintance who was also struggling",0,0,2.109,0,3.425,21.154,23.659,5,"I would have loved to send the whole amount, and then get half of the tripleda mount back, but i dont trust someone who does not know me ",,,,,6.202,7.804,9.588,2,2.819,4.267,5.269,3,0,0,0.212,0,0,6,673321669f5c5d443040682b,69e7611690fd660d58d19478,69e7557895b8b62fbc3c50b8,0,"I would have loved to send the whole amount, and then get half of the tripleda mount back, but i dont trust someone who does not know me ",0,0,1,4,
2026-04-21 11:27:33,2026-04-21 11:40:08,0,,100,754,1,2026-04-21 11:40:08,R_8egzPJ4krRwbMlu,,,,,,,anonymous,EN,1,,,1,1,3,2,"James was in a financial patch and required money, fortunately for him he was selected by the government to be granted a financial aid but on getting there he met his neighbor who was not selected for the grant. James is now left to decide if he should give out some of his money to his neighbor.",0,0,2.018,0,8.352,10.975,17.523,2,because it is half of mine and much reasonable to gift player 2,4.295,8.842,12.048,3,,,,,5.942,5.942,9.509,1,0,0,0.205,0,0,3,6988fa79aa367d8f30d9f395,69e75f0f15bac473050266ad,69e7557895b8b62fbc3c50b8,3,because it is half of mine and much reasonable to gift player 2,2.5,2,1,4,
