classification_id,memory_key,memory
WCLS00341,"a freelance graphic designer usually charges £8 for a quick logo tweak. but after getting swamped with requests and realising clients find the service genuinely valuable, they raised the fee to £12. it’s a modest increase, not extreme, but enough to reflect higher demand and limited time.","A freelance graphic designer usually charges £8 for a quick logo tweak. But after getting swamped with requests and realising clients find the service genuinely valuable, they raised the fee to £12. It’s a modest increase, not extreme, but enough to reflect higher demand and limited time."
WCLS00342,"a freelance writer or consultant that charges a client a little less than they would have charged otherwise to get a long term contract with that client. it is a small concession to secure the broker to take the deal, instead of the maximum short-term profit it could have a good relationship with him.","A freelance writer or consultant that charges a client a little less than they would have charged otherwise to get a long term contract with that client. It is a small concession to secure the broker to take the deal, instead of the maximum short-term profit it could have a good relationship with him."
WCLS00343,a freelancer keeps their hourly rate the same.,A freelancer keeps their hourly rate the same.
WCLS00344,a freelancer upsells a premium service to a eager client who wants top quality results.,a freelancer upsells a premium service to a eager client who wants top quality results.
WCLS00345,a friend,a friend
WCLS00346,"a friend and i go to a ticketed event in the area. the tickets cost $6. my friend has $4 and i have $8. i want to enjoy the event with them and don't mind paying for part of their ticket, so i give them $2.","A friend and I go to a ticketed event in the area. The tickets cost $6. My friend has $4 and I have $8. I want to enjoy the event with them and don't mind paying for part of their ticket, so I give them $2."
WCLS00347,a friend asking for me to pay them back for a small item they purchased for me.,A friend asking for me to pay them back for a small item they purchased for me.
WCLS00348,a friend asking for some money for lunch so i am nice enough to give him 8 bucks for a sandwich,A friend asking for some money for lunch so I am nice enough to give him 8 bucks for a sandwich
WCLS00349,"a friend asks for something from the store, and i decide to give him $6 of his own to go in with.","A friend asks for something from the store, and I decide to give him $6 of his own to go in with."
WCLS00350,a friend at bingo winning and not offering to share winnings after i paid for bingo cards,A FRIEND AT BINGO WINNING AND NOT OFFERING TO SHARE WINNINGS AFTER i PAID FOR BINGO CARDS
WCLS00351,a friend being low on money and not being able to afford the full $12 - i contribute $4 to help her pay but she still pays the majority.,A friend being low on money and not being able to afford the full $12 - I contribute $4 to help her pay but she still pays the majority.
WCLS00352,a friend bought a new pair of shoes on sale,A friend bought a new pair of shoes on sale
WCLS00353,a friend buying me a soft drink and me giving them the money,A friend buying me a soft drink and me giving them the money
WCLS00354,a friend buying me something without expecting me to pay them back. just being kind.,A friend buying me something without expecting me to pay them back. Just being kind.
WCLS00355,a friend could not afford a monthly rent payment,a friend could not afford a monthly rent payment
WCLS00356,a friend covered my coffee the other day and i paid them back.,A friend covered my coffee the other day and I paid them back.
WCLS00357,a friend gave me and the other partiipant $12 as a gift and sent it to my cash app and asked me to give half to the other partiicpant.,A friend gave me and the other partiipant $12 as a gift and sent it to my Cash App and asked me to give half to the other partiicpant.
WCLS00358,a friend giving me some cash to donate to a charity in the street,a friend giving me some cash to donate to a charity in the street
WCLS00359,"a friend had forgotten to bring some drinks to the party, so i offered to give them half of mine.","A friend had forgotten to bring some drinks to the party, so I offered to give them half of mine."
WCLS00360,"a friend has forgotten lunch and i am giving them some of mine, but not half of it and not all of it - as i still need lunch too.","A friend has forgotten lunch and I am giving them some of mine, but not half of it and not all of it - as I still need lunch too."
WCLS00361,"a friend is short a few dollars after an event, and asks if i can loan them some cash so they can get a drink. it's only a drink, so i offer to buy it for them anyway.","A friend is short a few dollars after an event, and asks if I can loan them some cash so they can get a drink. It's only a drink, so I offer to buy it for them anyway."
WCLS00362,a friend needing cash to feed her children,A friend needing cash to feed her children
WCLS00363,a friend needs $4 to complete a transaction.,A friend needs $4 to complete a transaction.
WCLS00364,a friend of mine giving another girl the gift he won at the christmas party because she would benefit from it more,A friend of mine giving another girl the gift he won at the Christmas party because she would benefit from it more
WCLS00365,a friend of mine paid for my coffee earlier and i paid her back by transferring $4.,A friend of mine paid for my coffee earlier and I paid her back by transferring $4.
WCLS00366,a friend offering to sell an item at a large discount as a 'mates rate',A friend offering to sell an item at a large discount as a 'mates rate'
WCLS00367,a friend owes you $4 so gives it back to you,A friend owes you $4 so gives it back to you
WCLS00368,"a friend paid for a meal we shared in a restaurant. however, he spent more than me so i transferred -$4 so that i did not have to pay half of the extra cost for his meal.","A friend paid for a meal we shared in a restaurant. However, he spent more than me so I transferred -$4 so that I did not have to pay half of the extra cost for his meal."
WCLS00369,a friend sending me $4 back for paying for their entrance to the county fair,A friend sending me $4 back for paying for their entrance to the county Fair
WCLS00370,a friend sending their friend a link to signup for a new service to get a percentage off,A friend sending their friend a link to signup for a new service to get a percentage off
WCLS00371,a friend splitting their popcorn with me at the movies,A friend splitting their popcorn with me at the movies
WCLS00372,a friend who cares about a friend,A friend who cares about a friend
WCLS00373,a friend who could use a little extra money and joy,A friend who could use a little extra money and joy
WCLS00374,a friend who exploits a friend,A friend who exploits a friend
WCLS00375,a friend who is not offering help,A friend who is not offering help
WCLS00376,a friend who is there when needed,A friend who is there when needed
