"classification_id","memory"
"WCLS09132","Sharing it equally"
"WCLS09133","Sharing it equally for equal work"
"WCLS09134","Sharing it into equal half"
"WCLS09135","Sharing it with someone you want to be equal to."
"WCLS09136","sharing less fairly but it depends on contribution"
"WCLS09137","Sharing lunch with a good friend."
"WCLS09138","Sharing lunch with classmates"
"WCLS09139","sharing money equally between two players"
"WCLS09140","Sharing money given to you with your siblings"
"WCLS09141","Sharing money i found with a friend."
"WCLS09142","Sharing money out between people - such as tips"
"WCLS09143","Sharing money to buy a meal with a friend."
"WCLS09144","Sharing money with a partner."
"WCLS09145","Sharing money with family"
"WCLS09146","Sharing money with family members on holiday so we all have the same to spend."
"WCLS09147","Sharing money with family members, if I win an unexpected amount of money, to share the joy of receiving it."
"WCLS09148","SHARING MONEY WITH MY SISTER"
"WCLS09149","Sharing more than half the amount you have to someone who has nothing"
"WCLS09150","sharing most of my sandwich"
"WCLS09151","sharing my finances with my wife, equally"
"WCLS09152","Sharing my lunch with a friend at school when I was a kid because they didn't have one for whatever reason and this way, we both had a little something."
"WCLS09153","Sharing my meal"
"WCLS09154","Sharing my winnings with my sister."
"WCLS09155","Sharing nothing with the other person but not taking anything from them."
"WCLS09156","Sharing one bite of my sandwich."
"WCLS09157","Sharing out and giving to those in needs"
"WCLS09158","Sharing out food equally between sisters"
"WCLS09159","Sharing out items from a pot lucl buffet at work or resources for a project"
"WCLS09160","Sharing out pocket money between my children"
"WCLS09161","sharing out sweets between myself and my younger brother when we were children"
"WCLS09162","Sharing out the pool so we both have equal amounts"
"WCLS09163","Sharing part of a larger reward with someone who received less, similar to splitting tips or a gift so that both people end up closer to equal."
"WCLS09164","sharing part of what i have with someone else"
"WCLS09165","Sharing pizza. We are taking an equal split"
"WCLS09166","sharing politely with a friend"
"WCLS09167","Sharing profits fairly if I have sold something for them"
"WCLS09168","Sharing profits from business"
"WCLS09169","sharing resources at work or buying them lunch at work"
"WCLS09170","sharing resources to someone who has worked just as hard"
"WCLS09171","Sharing snacks with a friend and ensuring you both have the same amount."
"WCLS09172","Sharing so partner has half"
"WCLS09173","Sharing so that people have the same amount."
"WCLS09174","Sharing some of my money is generous but some will feel that it is greed"
"WCLS09175","Sharing some of the credit on a work related project, but not being fair and giving them their share of the bonus received for a shared task."
"WCLS09176","Sharing some of your lunch but unequally"
"WCLS09177","Sharing some of your money but not as much as you could"
"WCLS09178","sharing some sweets with my family"
"WCLS09179","Sharing some winnings with your friend after a raffle"
"WCLS09180","Sharing something equally."
"WCLS09181","Sharing something evenly so we both have the same."
"WCLS09182","Sharing something fairly"
"WCLS09183","sharing something in half, like when my gran used to send me money and tell me to split it with my sister"
"WCLS09184","Sharing something to be all equal"
"WCLS09185","sharing something while expecting nothing in return"
"WCLS09186","Sharing something whilst maintaining the status quo"
"WCLS09187","Sharing something with a life-partner"
"WCLS09188","Sharing somewhat generously but not completely equalizing the situation, like buying lunch for a friend but only paying for part of their meal. It's fair but cautious."
"WCLS09189","Sharing sweets equally in an act of kindness."
"WCLS09190","Sharing sweets with my sister when we were little."
"WCLS09191","Sharing the allocated money halfway with another person"
"WCLS09192","Sharing the cost between both of us in this case"
"WCLS09193","sharing the cost of a dinner out with a friend"
"WCLS09194","sharing the cost of a gift"
"WCLS09195","sharing the cost of a meal equally"
"WCLS09196","sharing the cost of a meal where mine cost less"
"WCLS09197","sharing the cost of a meal where my dish was slightly more expensive"
"WCLS09198","sharing the cost of a purchase we would share"
"WCLS09199","Sharing the cost of something"
"WCLS09200","sharing the initial amount so you are both on a level plane"
"WCLS09201","Sharing the last piece of cake at a buffet"
"WCLS09202","sharing the majority of your dinner with someone else."
"WCLS09203","sharing the money 50/50 with a friend"
"WCLS09204","sharing the money around"
"WCLS09205","Sharing the money equally is better"
"WCLS09206","Sharing the money equally with the broker."
"WCLS09207","Sharing the money equally, demonstrating equity."
"WCLS09209","Sharing the money with friends"
"WCLS09210","Sharing the outlay equally with friends so you have the opportunity of getting a share of some winnings back"
"WCLS09211","sharing the proceeds equally"
"WCLS09212","Sharing the proceeds equally from a joint venture"
"WCLS09213","sharing the spoils of a bonus with another team member"
"WCLS09214","Sharing the wealth"
"WCLS09215","Sharing the wealth equally for equal work"
"WCLS09216","sharing the winnings equil between us both"
"WCLS09217","Sharing the winnings from a scratchcard at the local off license store with a friend equally."
"WCLS09218","Sharing the wins of a prize with a friend"
"WCLS09219","sharing things equally ,like splitting a chocolate bar with a friend or a random stranger"
"WCLS09220","Sharing things evenly with a playmate"
"WCLS09221","sharing tips"
"WCLS09222","sharing tips so that everyone gets the same"
"WCLS09223","sharing tips to make sure everyone receives equal"
"WCLS09224","Sharing two bites of my sandwich."
"WCLS09225","Sharing what I have but only giving away what I can afford"
"WCLS09226","Sharing what I have with others."
"WCLS09227","Sharing what you can. Perhaps its a time of year where you are expected to buy gifts and so you have to divide what you have between several people."
"WCLS09228","Sharing winnings equally with a friend"
"WCLS09229","Sharing winnings with a friend."
"WCLS09231","Sharing with a friend, where I would be happy to shar the money, but would keep the majority to myself"
"WCLS09232","Sharing with a hungry friend."
"WCLS09233","Sharing with a sibling"
"WCLS09234","Sharing with friends or family"
"WCLS09235","sharing with my husband"
"WCLS09236","Sharing with siblings equally."
"WCLS09237","Sharing with somebody but wanting to give them a bit extra because you think they deserve it."
"WCLS09238","sharing with someone else"
"WCLS09239","Sharing with someone else i dont know, something small, like if i see someone get on the bus with kids but shes 1 pound short id happily pay it so she doesnt have to stress with the kids with her."
"WCLS09240","Sharing with someone equally needy. Sharing with someone I respect. Sharing with someone I care for."
"WCLS09241","Sharing with someone I like and respect eg a family member"
"WCLS09242","sharing with someone who has helped with some work and done the same amount of work or hours as you"
"WCLS09243","Sharing your lunch with someone who doesn't have anything"
"WCLS09244","Sharing your lunch with someone."
"WCLS09245","She usually sold her paintings at full price without negotiation."
"WCLS09246","She's the government and I'm the taxpayer - I get 2/3 and she gets 1/3."
"WCLS09247","sheer greed like a lot of big companies show. being all about personal gain"
"WCLS09248","Shipping costs usually change by $6 or less"
"WCLS09249","Shoes also in the sale with a $6 discount."
"WCLS09250","Shooting yourself in the foot, but not to get out of a bad situation, just to do it."
"WCLS09251","shoplifting"
"WCLS09252","Shopping and finding that something I buy regularly has a different price now."
"WCLS09253","shopping at a store"
"WCLS09254","Shopping discounts, like Black Friday."
"WCLS09255","Shopping on Amazon an expected fair price is $38 for a box of 1000 medical gloves. This has been a consistent price for nearly 3 years with no price changes."
"WCLS09256","Shopping on Amazon for Instant pot safe colanders. Now that black Friday is over the accessories have now gone up by $4 which makes them no longer a good deal for the quality of what will be received."
"WCLS09257","Shopping on Amazon for pencil cases for our homeschooled children. A pack of 3 boxes the first time I purchased them was $12. They are now $10. This price change makes them seem not so highly priced now."
"WCLS09258","Short changing someone to make a significant profit"
"WCLS09259","SHORT CHANGING SOMEONE, TAKING THEIR MONEY THEY OWED ME"
